state,year,spircons,unrate,perinc,emppop,beertax,sobapt,mormon,mlda,dry,yngdrv,vmiles,breath,jaild,comserd,allmort,mrall,allnite,mralln,allsvn,a1517,mra1517,a1517n,mra1517n,a1820,a1820n,mra1820,mra1820n,a2124,mra2124,a2124n,mra2124n,aidall,mraidall,pop,pop1517,pop1820,pop2124,miles,unus,epopus,gspch,stabrv,region,reg,fatal,fatal1517,fatal1820,fatal2124,fatal1517n,fatal1820n,fatal2124n,perincK
VA,1985,1.52,5.5999999,15323.093,64.024681,.67372876,12.4256,.56599998,21,0,.184192,8399.5791,1,0,0,976,.000171048,176,.000030844702,106,55,.000208333,9,.000034091001,109,38,.00035430506,.00012351919,149,.000350588,47,.000110588,268.76001,.000047100999,5706000.5,264000.41,307644.5,425000.28,47928.004,7.1999998,60.100002,.049487982,VA,E,E,1.71048,2.0833302,3.5430505,3.5058801,.34091002,1.2351919,1.10588,15.323092
VA,1986,1.45,5,15915.377,64.014885,.65634674,12.3329,.58020002,21,0,.180502,8866.417,1,0,0,1126,.000194305,224,.000038654001,154,77,.00028624499,19,.000070631999,149,45,.00048852462,.00014754098,162,.00040399001,48,.000119701,294.31,.000050786999,5795013,269000.34,304999.97,401000.03,51381,7,60.700001,.063949741,VA,E,E,1.94305,2.8624499,4.8852463,4.0399003,.70631999,1.4754099,1.19701,15.915377
VA,1987,1.39,4.1999998,16486,65.301476,.63599998,12.2408,.5948,21,0,.175822,9287.623,1,0,0,1021,.000172934,165,.000027947201,114,65,.000243446,9,.000033707998,124,37,.00040923999,.000122112,144,.00036090199,43,.000107769,261.10001,.000044224002,5903986.5,266999.66,303000.69,399000.28,54834,6.1999998,61.5,.078092143,VA,E,E,1.72934,2.4344599,4.0924001,3.60902,.33707997,1.22112,1.07769,16.486
VA,1988,1.33,3.9000001,17011.549,66.503014,.61212701,12.1494,.60970002,21,0,.1635,9551.6279,1,0,0,1071,.00017805499,191,.000031753902,128,76,.00029457401,12,.000046511999,118,29,.00040272999,.000098976001,160,.00038461501,55,.00013221199,253.24001,.000042102001,6014995.5,257999.67,293000.28,416000.41,57453,5.5,62.300003,.052056637,VA,E,E,1.7805499,2.9457402,4.0272999,3.8461502,.46511999,.98975998,1.32212,17.011549
WA,1982,1.9,12.1,14342.482,56.333126,.23175895,1.15016,2.6572101,21,0,.18385001,7306.6826,0,1,0,748,.000174848,172,.000040206,112,43,.000212871,6,.000029703,107,28,.00048735616,.00012753245,100,.00031847,42,.000133758,271.00601,.000063348998,4278001.5,202000.27,219551.97,314001.31,31258,9.6999998,57.799999,-.032820843,WA,W,W,1.74848,2.12871,4.8735614,3.1847,.29703,1.2753245,1.3375801,14.342483
WA,1983,1.8099999,11.2,14534.403,57.671791,.23155849,1.1761,2.73948,21,0,.179465,8395.8164,0,1,0,698,.000162137,140,.000032520002,105,53,.000271795,5,.000025641,92,27,.00042372101,.00012435291,97,.00031494,31,.000100649,236.519,.000054939999,4305001,194999.91,217124,307995.19,36143.996,9.6000004,57.900002,.042570896,WA,W,W,1.6213701,2.7179499,4.2372103,3.1494,.25641,1.2435291,1.00649,14.534403
WA,1984,1.75,9.5,14758.242,57.563545,.22188902,1.20261,2.8243101,21,0,.17188001,7874.9282,0,1,0,746,.000171534,158,.000036329999,109,45,.00023437499,9,.000046875,87,22,.0004051734,.00010245764,123,.00040863999,40,.00013289,229.463,.000052762,4348992,192000,214722.88,300998.44,34248,7.5,59.500004,.048305109,WA,W,W,1.71534,2.34375,4.051734,4.0864,.46875,1.0245764,1.3289,14.758243
WA,1985,1.6799999,8.1000004,14909.958,58.944466,.21389724,1.22973,2.9117501,21,0,.166529,7796.564,0,1,0,744,.000168746,124,.000028124001,80,50,.000257732,16,.000082473998,77,12,.00036261178,.000056510929,103,.00034915001,37,.00012542401,218.18201,.000049486,4408993.5,193999.97,212348.31,295002.13,34375,7.1999998,60.100002,.027091989,WA,W,W,1.6874601,2.5773199,3.6261179,3.4915001,.82473999,.56510931,1.25424,14.909958
WA,1986,1.59,8.1999998,15375.645,60.63702,.20837875,1.25746,3.00191,21,0,.16041499,8166.6846,0,1,0,703,.000157517,148,.000033161999,93,73,.000359606,13,.000064038999,83,29,.00039523811,.00013809525,91,.00031487999,33,.000114187,222.222,.000049792001,4463010.5,202999.95,210000,288999,36448,7,60.700001,.05466849,WA,W,W,1.57517,3.59606,3.9523811,3.1487999,.64038998,1.3809525,1.14187,15.375645
WA,1987,1.54,7.5999999,15630,61.400414,.201919,1.28581,3.0948601,21,0,.155314,8488.3262,0,1,0,780,.000171882,146,.000032173,95,55,.00027638199,7,.000035175999,83,20,.00040096999,.000096620002,99,.00034736999,34,.000119298,246.591,.000054339002,4537997,198999.94,206998.03,284998.72,38520,6.1999998,61.5,.016649855,WA,W,W,1.71882,2.7638199,4.0096998,3.4736998,.35176,.96619999,1.1929799,15.63
WA,1988,1.49,6.1999998,15854.668,62.496407,.19433975,1.3148,3.19068,21,0,.144181,8995.9219,0,1,0,778,.000167384,173,.000037220001,108,47,.000244792,11,.000057292,98,24,.00047343,.00011594,94,.00033692,35,.000125448,255.938,.000055064,4647995,191999.73,206999.98,278997.97,41813,5.5,62.300003,.037580576,WA,W,W,1.67384,2.4479201,4.7343001,3.3692,.57292002,1.1594,1.25448,15.854668
WV,1982,1.05,13.9,10748.21,45.5229,.47636396,1.54847,.38065001,18,0,.201276,5574.7129,1,1,0,450,.000229475,89,.000045385001,56,35,.000357143,8,.000081632999,58,21,.00057921052,.00020971416,76,.00055072003,23,.000166667,144,.000073431998,1960997.9,97999.961,100136.3,138001.16,10932,9.6999998,57.799999,-.028091863,WV,E,E,2.29475,3.57143,5.7921052,5.5072002,.81633002,2.0971415,1.66667,10.74821
WV,1983,.93000001,18,10451.835,42.993198,.45779014,1.57328,.37132999,18.5,0,.195664,5958.2173,1,1,0,425,.000216505,93,.000047376001,61,23,.00023958299,4,.000041667001,56,21,.0005681492,.00021305596,58,.00042962999,18,.000133333,153,.000077942001,1963003.3,96000.133,98565.656,134999.89,11696,9.6000004,57.900002,-.027793277,WV,E,E,2.16505,2.3958299,5.6814919,4.2962999,.41666999,2.1305597,1.33333,10.451835
WV,1984,.85000002,15,10641.758,44.414169,.43867362,1.5985,.36223,19,0,.19205301,6494.6108,1,1,0,438,.00022450001,91,.000046642999,66,30,.000319149,9,.000095745003,55,15,.00056689547,.00015460786,62,.0004697,26,.00019697,131.40401,.000067351997,1951002.1,93999.984,97019.648,131999.16,12671,7.5,59.500004,.014355991,WV,E,E,2.2450001,3.1914899,5.6689548,4.697,.95745003,1.5460786,1.9697,10.641758
WV,1985,.81,13,10669.491,45.386192,.42287391,1.62412,.35336,19,0,.179934,6541.3179,1,1,0,420,.000216942,67,.000034607001,45,29,.00031521701,3,.000032609001,47,13,.00049215747,.00013612866,56,.00043750001,14,.000109375,140.132,.000072381998,1936001.3,92000.109,95497.891,127999.99,12664,7.1999998,60.100002,-.0083843097,WV,E,E,2.16942,3.1521702,4.9215746,4.375,.32609001,1.3612865,1.09375,10.669491
WV,1986,.81,11.8,10888.545,44.986263,.41196388,1.6501499,.34470999,19.67,0,.173935,6887.3149,1,1,0,440,.000229525,86,.000044862001,56,43,.000452632,6,.000063157997,53,17,.00056382979,.00018085106,57,.00046720999,15,.00012295099,145.849,.000076081997,1917002.5,94999.914,94000,122000.81,13203,7,60.700001,-.0028321585,WV,E,E,2.2952499,4.52632,5.638298,4.6721001,.63158,1.8085105,1.2295099,10.888545
WV,1987,.79000002,10.8,10992,46.137932,.39919299,1.6766,.33627,21,0,.17117099,7244.0762,1,1,0,471,.00024828699,90,.000047443002,58,45,.000483871,11,.00011828,51,9,.00055434997,.000097830001,57,.00047899,26,.000218487,141.15401,.000074408999,1896998.3,92999.992,91999.641,119000.4,13742,6.1999998,61.5,.0063589402,WV,E,E,2.4828699,4.8387098,5.5434999,4.7898998,1.1827999,.97830003,2.18487,10.992
WV,1988,.79000002,9.8999996,11294.514,46.180553,.38420886,1.70347,.32802999,21,0,.162937,7400.8662,1,1,0,460,.000245203,83,.000044242999,51,46,.000505495,11,.000120879,52,16,.00059770001,.00018391,55,.00047825999,15,.000130435,141.439,.000075393997,1875996.6,90999.914,87000.164,115000.21,13884,5.5,62.300003,.025346138,WV,E,E,2.4520299,5.0549502,5.9770002,4.7825999,1.2087899,1.8391,1.30435,11.294514
WI,1982,2.21,10.7,13213.604,61.651581,.17303102,.23331,.23331,18,1.79431,.210804,6909.8232,1,0,0,770,.00016224199,199,.000041930001,105,67,.00026693201,17,.000067729001,126,54,.00046738313,.00020030705,133,.0003674,46,.00012707199,255.392,.000053812,4745997,251000.25,269586.13,362003.25,32794,9.6999998,57.799999,-.028693022,WI,MW,MW,1.62242,2.6693201,4.6738315,3.674,.67729002,2.0030706,1.27072,13.213604
WI,1983,2.1700001,10.4,13291.284,61.35593,.1662844,.25198001,.25198001,18,1.9991601,.205162,7184.7461,1,0,0,725,.000152728,196,.000041289,118,47,.000195833,10,.000041667001,120,61,.00045451181,.00023104351,114,.00031932999,49,.000137255,255.77699,.000053881999,4747001.5,240000.41,264019.53,356997.47,34106,9.6000004,57.900002,.016047966,WI,MW,MW,1.52728,1.9583299,4.5451183,3.1933,.41666999,2.3104351,1.37255,13.291285
WI,1984,2.1300001,7.3000002,13818.682,62.278481,.15934065,.27215999,.27215999,18.5,2.10743,.19695,7426.9409,1,0,0,822,.000172617,181,.000038008999,104,57,.00024675301,7,.000030302999,126,44,.00048729949,.00017016807,122,.00034758,46,.000131054,272.59601,.000057244,4761987.5,231000.22,258567.89,350998.31,35367,7.5,59.500004,.059698008,WI,MW,MW,1.7261701,2.4675303,4.8729949,3.4758,.30302998,1.7016808,1.31054,13.818682
WI,1985,2.02,7.1999998,13952.33,61.628883,.15360169,.29394999,.29394999,19,1.99453,.18897299,7681.4893,1,0,0,744,.000155812,166,.000034764002,101,46,.000204444,11,.000048889,101,35,.00039884876,.00013821491,112,.00032845,45,.000131965,246.061,.000051530998,4774985.5,225000.48,253228.81,340995.59,36679,7.1999998,60.100002,.0066200411,WI,MW,MW,1.55812,2.04444,3.9884875,3.2844999,.48888999,1.3821491,1.3196501,13.95233
WI,1986,1.75,7,14351.909,62.211082,.1496388,.31748,.31748,19.67,1.98074,.182183,8036.3721,1,0,0,747,.00015617799,159,.000033242999,104,51,.00022368399,8,.000035088,95,32,.00038306453,.00012903225,110,.00035948001,44,.000143791,256.03101,.000053528998,4783004,228000.22,247999.98,305997.53,38438,7,60.700001,.03054931,WI,MW,MW,1.56178,2.23684,3.8306453,3.5948,.35088,1.2903225,1.43791,14.35191
WI,1987,1.6799999,6.0999999,14720,64.704254,.145,.34290001,.34290001,21,1.86441,.17636099,8361.9785,1,0,0,797,.0001658,156,.000032453001,106,66,.000297297,11,.000049549999,82,24,.00034167001,.000099999997,108,.00036486,41,.00013851401,248.468,.000051689,4806996.5,222000.22,239997.66,296003.94,40196,6.1999998,61.5,.032250445,WI,MW,MW,1.658,2.97297,3.4167001,3.6485999,.4955,1,1.3851401,14.72
WI,1988,1.65,4.3000002,14941.29,67.44313,.13955726,.37035,.37035,21,1.86441,.164296,8745.1904,1,0,0,807,.00016621999,169,.000034809,114,59,.00027699501,20,.000093896997,102,35,.00046364,.00015909001,119,.00038387001,42,.00013548401,274.677,.000056575998,4855011.5,213000.23,219998.28,310000.78,42458,5.5,62.300003,.040172361,WI,MW,MW,1.6622,2.7699502,4.6363997,3.8387001,.93896997,1.5909001,1.35484,14.94129
WY,1982,2.1900001,5.8000002,14600.238,67.318436,.053699285,2.45981,8.5779305,19,0,.233668,10354.911,0,1,0,201,.00039411799,38,.000074509997,18,10,.000434783,1,.000043478001,28,13,.0010907288,.00050640979,26,.00065,8,.00019999999,69.931,.00013712001,509999.56,22999.98,25670.91,40000,5281,9.6999998,57.799999,-.071417011,WY,W,W,3.94118,4.3478298,10.907288,6.5,.43478,5.0640979,2,14.600238
WY,1983,1.99,8.3999996,13574.541,66.391182,.051605508,2.5438299,8.5669203,19,0,.220633,9804.2549,0,1,0,173,.000335271,22,.000042635998,14,11,.000478261,0,0,22,6,.00087154325,.0002376936,20,.00050000002,3,.000075000004,62.106998,.000120363,516000.47,22999.994,25242.58,40000,5059,9.6000004,57.900002,-.10567849,WY,W,W,3.35271,4.7826099,8.7154322,5,0,2.376936,.75000006,13.574541
WY,1984,1.91,6.3000002,13456.044,66.022095,.04945055,2.6307199,8.5559301,19,0,.208333,9994.1553,0,1,0,157,.00030604299,27,.000052632,22,3,.000136364,1,.000045454999,20,7,.00080575637,.00028201472,28,.00075676001,3,.000081081002,62.278999,.000121402,512999.81,21999.941,24821.398,36999.84,5127,7.5,59.500004,-.016678359,WY,W,W,3.0604298,1.3636401,8.0575638,7.5676003,.45455,2.8201473,.81081003,13.456044
WY,1985,1.88,7.0999999,13595.339,65.083801,.047669493,2.7205701,8.54494,19,0,.191962,10611.011,0,1,0,152,.000298625,27,.000053045002,22,8,.00036363601,3,.000136364,20,2,.00081942882,.000081942882,24,.00068570999,7,.00019999999,52.345001,.000102839,508999.56,22000.021,24407.244,35000.219,5401,7.1999998,60.100002,-.012126081,WY,W,W,2.9862499,3.6363602,8.1942883,6.8571,1.3636401,.8194288,2,13.595339
WY,1986,1.7,9,13126.935,63.966484,.046439629,2.8134999,8.5339699,19,0,.168026,10619.331,0,1,0,168,.00033136099,30,.000059172002,19,8,.00034782599,1,.000043478001,25,7,.0010416667,.00029166666,25,.00071429001,11,.00031428601,57.856998,.000114117,506999.94,23000.006,23999.998,34999.789,5384,7,60.700001,-.10997585,WY,W,W,3.3136098,3.4782598,10.416667,7.1429,.43478,2.9166665,3.1428602,13.126935
WY,1987,1.59,8.6000004,12719,62.857143,.045000002,2.9096,8.5230198,19,0,.149312,10953.05,0,1,0,129,.00026326501,25,.000051020001,18,8,.00036363601,2,.000090909001,19,6,.00082608999,.00026087,12,.00036363999,4,.000121212,35.5,.000072449002,490000.53,22000.021,22999.916,32999.672,5367,6.1999998,61.5,-.12364147,WY,W,W,2.6326501,3.6363602,8.2608995,3.6364,.90909004,2.6087,1.2121199,12.719
WY,1988,1.55,6.3000002,13098.171,64.63768,.043310877,3.00899,8.5120802,19.5,0,.13124201,11812.115,0,1,0,155,.000323591,26,.000054280001,18,10,.00047619001,1,.000047619,23,11,.00109524,.00052380998,19,.00063333003,5,.000166667,47.422001,.000099001001,478999.72,21000.021,20999.963,30000.156,5658,5.5,62.300003,-.017023195,WY,W,W,3.2359099,4.7618999,10.9524,6.3333001,.47619,5.2381001,1.66667,13.098171
